spawn,item,item_id,instant,fair,patient,price_date,n_sessions_spawn,creatures
Port Hope Water Elementals (South),strong mana potions,237,116,100,117,2026-09-14 21:18,1,Water Elemental
Liberty Bay Quara Grotto,fish,3578,3,,4,2026-09-14 21:10,1,Quara Hydromancer Scout
Liberty Bay Quara Grotto,gold coins,,,,,,1,Quara Constrictor|Quara Constrictor Scout|Quara Hydromancer|Quara Hydromancer Scout|Quara Mantassin|Quara Mantassin Scout
Liberty Bay Quara Grotto,great health potions,239,14,,15,2026-09-14 21:18,1,Quara Pincher
Liberty Bay Quara Grotto,mantassin tails,11489,1274,932,1275,2026-09-14 21:35,1,Quara Mantassin
Liberty Bay Quara Grotto,platinum coins,,,,,,1,Quara Pincher
Liberty Bay Quara Grotto,quara bones,11491,599,460,600,2026-09-14 21:37,1,Quara Predator|Quara Predator Scout
Liberty Bay Quara Grotto,quara eyes,11488,1948,1143,1949,2026-09-14 21:37,1,Quara Hydromancer|Quara Hydromancer Scout
Liberty Bay Quara Grotto,quara pincers,11490,,356,,2026-09-14 21:37,1,Quara Pincher|Quara Pincher Scout
Liberty Bay Quara Grotto,quara tentacles,11487,1374,,1375,2026-09-14 21:37,1,Quara Constrictor|Quara Constrictor Scout
Liberty Bay Quara Grotto,shrimp,3581,13,2,14,2026-09-14 21:10,1,Quara Constrictor Scout|Quara Hydromancer Scout
Yalahar Bog Raiders Central,boggy dreads,9667,2166,1494,2167,2026-09-14 21:32,1,Bog Raider
Yalahar Bog Raiders Central,demonic essence,6499,999,898,1000,2026-09-14 21:33,1,Nightmare
Yalahar Bog Raiders Central,essences of a bad dream,,,,,,1,Nightmare
Yalahar Bog Raiders Central,flasks of demonic blood,,,,,,1,Nightmare
Yalahar Bog Raiders Central,globs of acid slime ,,,,,,1,Acid Blob
Yalahar Bog Raiders Central,globs of tar ,,,,,,1,Death Blob
Yalahar Bog Raiders Central,gold coins,,,,,,1,Bog Raider|Mutated Tiger|Nightmare|Nightmare Scion
Yalahar Bog Raiders Central,ham,3582,14,,15,2026-09-14 21:10,1,Nightmare
Yalahar Bog Raiders Central,meat,3577,,,,,1,Mutated Tiger|Nightmare Scion
Yalahar Bog Raiders Central,sabreteeth,,,,,,1,Mutated Tiger
Yalahar Bog Raiders Central,scythe legs,10312,,455,,2026-09-14 21:37,1,Nightmare
Yalahar Bog Raiders Central,soul orbs,5944,29,20,30,2026-09-14 21:24,1,Nightmare
Yalahar Bog Raiders Central,striped fur,10293,989,503,990,2026-09-14 21:38,1,Mutated Tiger
Glooth Bandit,gold coins,,,,,,1,Glooth Bandit|Glooth Brigand
Glooth Bandit,platinum coins,,,,,,1,Glooth Bandit|Glooth Brigand
mini rosha,bones,22159,,,,,1,Weakened Frazzlemaw
mini rosha,colourful snail shell,25696,3348,2160,3349,2026-09-14 21:32,1,Nymph|Pixie|Swan Maiden
mini rosha,dandelion seeds,25695,1748,808,1749,2026-09-14 21:33,1,Nymph|Pixie
mini rosha,fairy wings,25694,193,106,194,2026-09-14 21:34,1,Boogy|Dark Faun|Enfeebled Silencer|Weakened Frazzlemaw
mini rosha,frazzle skins,20199,388,336,389,2026-09-14 21:34,1,Weakened Frazzlemaw
mini rosha,frazzle tongues,20198,694,505,695,2026-09-14 21:34,1,Weakened Frazzlemaw
mini rosha,fresh fruit,25692,8,,9,2026-09-14 21:10,1,Nymph|Pixie
mini rosha,gold coins,,,,,,1,Boogy|Dark Faun|Enfeebled Silencer|Nymph|Pixie|Swan Maiden
mini rosha,great health potions,239,14,,15,2026-09-14 21:18,1,Weakened Frazzlemaw
mini rosha,great mana potions,53161,,32,,2026-06-22 22:11,1,Weakened Frazzlemaw
mini rosha,platinum coins,,,,,,1,Enfeebled Silencer|Weakened Frazzlemaw
mini rosha,remains of a fish,3125,0,,1,2026-09-14 21:16,1,Weakened Frazzlemaw
mini rosha,shimmering beetles,25693,,1000,,2026-09-14 21:37,1,Boogy|Dark Faun
mini rosha,skulls,3114,,1,,2026-09-14 21:17,1,Weakened Frazzlemaw
mini rosha,strong health potions,236,10,4,11,2026-09-14 21:18,1,Boogy|Dark Faun
mini rosha,wild flowers,25691,,702,,2026-09-14 21:39,1,Nymph|Pixie|Swan Maiden
Exotic Cave,dark mushrooms,3728,99,82,100,2026-09-14 21:10,2,Exotic Bat
Exotic Cave,great health potions,239,14,,15,2026-09-14 21:18,2,Exotic Cave Spider|Pirat Cutthroat
Exotic Cave,great mana potions,53161,,32,,2026-06-22 22:11,2,Exotic Bat|Pirat Scoundrel
Exotic Cave,green mushrooms,3732,99,88,100,2026-09-14 21:10,2,Exotic Bat
Exotic Cave,ice rapiers,3284,995,684,996,2026-09-14 21:29,2,Pirat Cutthroat
Exotic Cave,platinum coins,,,,,,2,Exotic Bat|Exotic Cave Spider
Exotic Cave,poison arrows,3448,,1,,2026-09-14 21:24,2,Exotic Cave Spider
gazer sceptre,brown crystal splinters,16123,398,263,399,2026-09-14 21:21,2,Gazer Spectre
gazer sceptre,halberds,3269,598,274,599,2026-09-14 21:25,2,Thanatursus
gazer sceptre,ham,3582,14,,15,2026-09-14 21:10,2,Thanatursus
gazer sceptre,meat,3577,,,,,2,Thanatursus
gazer sceptre,platinum coins,,,,,,2,Gazer Spectre|Thanatursus
gazer sceptre,small diamonds,3028,299,241,300,2026-09-14 21:24,2,Gazer Spectre
gazer sceptre,small sapphires,3029,248,214,249,2026-09-14 21:24,2,Gazer Spectre
Hero Fortres,arrows,3447,2,2,3,2026-09-14 21:24,1,Hero
Hero Fortres,bolts,3446,2,1,3,2026-09-14 21:24,1,Vicious Squire
Hero Fortres,bones,22159,,,,,1,Bonebeast
Hero Fortres,bony tails,10277,,183,,2026-09-14 21:32,1,Bonebeast
Hero Fortres,bows,3350,98,40,99,2026-09-14 21:28,1,Hero
Hero Fortres,cheese and gold coins ,,,,,,1,Rat
Hero Fortres,crossbows,3349,98,54,99,2026-09-14 21:28,1,Vicious Squire
Hero Fortres,dragon ham,3583,69,,70,2026-09-14 21:10,1,Wyvern
Hero Fortres,gold coins,,,,,,1,Bonebeast|Hero|Lich|Renegade Knight|Stone Golem|Vicious Squire
Hero Fortres,grapes,3592,9,,10,2026-09-14 21:10,1,Hero
Hero Fortres,meat,3577,,,,,1,Vicious Squire|Vile Grandmaster
Hero Fortres,platinum coins,,,,,,1,Lich|Renegade Knight|Vile Grandmaster
Hero Fortres,red roses,3658,24,1,25,2026-09-14 21:08,1,Hero
Hero Fortres,scrolls,347,,,,,1,Hero
Hero Fortres,skulls,3114,,1,,2026-09-14 21:17,1,Bonebeast
Hero Fortres,small stones,1781,,5,,2026-09-14 21:28,1,Stone Golem
Hero Fortres,sniper arrows,7364,,,,,1,Hero
Hero Fortres,spellbooks,3101,,,,,1,Lich
Hero Fortres,sulphurous stones,10315,,100,,2026-09-14 21:38,1,Stone Golem
Hero Fortres,wyvern talismans,9644,5170,4068,5171,2026-09-14 21:39,1,Wyvern
Vampire Crypt (Edron),carrots and meat ,,,,,,1,Rabbit
Vampire Crypt (Edron),dragon ham,3583,69,,70,2026-09-14 21:10,1,Wyvern
Vampire Crypt (Edron),gold coins,,,,,,1,Vampire|Vampire Bride|Vampire Viscount|Wyvern
Vampire Crypt (Edron),ham,3582,14,,15,2026-09-14 21:10,1,Deer
Vampire Crypt (Edron),meat,3577,,,,,1,Deer|Wolf
Vampire Crypt (Edron),nothing ,,,,,,1,Snake
Vampire Crypt (Edron),platinum coins,,,,,,1,Vampire Bride
Vampire Crypt (Edron),strong mana potions,237,116,100,117,2026-09-14 21:18,1,Vampire Bride
Vampire Crypt (Edron),vampire teeth,9685,491,300,492,2026-09-14 21:38,1,Vampire Bride
Vampire Crypt (Edron),wyvern talismans,9644,5170,4068,5171,2026-09-14 21:39,1,Wyvern
Dark Fauns -2,carrots,3595,316,,317,2026-09-14 21:09,1,Twisted Pooka
Dark Fauns -2,fairy wings,25694,193,106,194,2026-09-14 21:34,1,Boogy|Dark Faun|Twisted Pooka
Dark Fauns -2,gold coins,,,,,,1,Boogy|Dark Faun|Twisted Pooka
Dark Fauns -2,shimmering beetles,25693,,1000,,2026-09-14 21:37,1,Boogy|Dark Faun|Twisted Pooka
Dark Fauns -2,strong health potions,236,10,4,11,2026-09-14 21:18,1,Boogy|Dark Faun|Twisted Pooka
Cults Carlin,bolts,3446,2,1,3,2026-09-14 21:24,2,Vicious Squire
Cults Carlin,crossbows,3349,98,54,99,2026-09-14 21:28,2,Vicious Squire
Cults Carlin,gold coins,,,,,,2,Cult Believer|Cult Enforcer|Renegade Knight|Vicious Squire|Vile Grandmaster
Cults Carlin,meat,3577,,,,,2,Cult Believer|Cult Enforcer|Vicious Squire|Vile Grandmaster
Cults Carlin,platinum coins,,,,,,2,Renegade Knight|Vile Grandmaster
mini,bones,22159,,,,,1,Weakened Frazzlemaw
mini,fairy wings,25694,193,106,194,2026-09-14 21:34,1,Enfeebled Silencer|Weakened Frazzlemaw
mini,frazzle skins,20199,388,336,389,2026-09-14 21:34,1,Weakened Frazzlemaw
mini,frazzle tongues,20198,694,505,695,2026-09-14 21:34,1,Weakened Frazzlemaw
mini,gold coins,,,,,,1,Enfeebled Silencer|Weakened Frazzlemaw
mini,great health potions,239,14,,15,2026-09-14 21:18,1,Weakened Frazzlemaw
mini,great mana potions,53161,,32,,2026-06-22 22:11,1,Weakened Frazzlemaw
mini,platinum coins,,,,,,1,Enfeebled Silencer|Weakened Frazzlemaw
mini,remains of a fish,3125,0,,1,2026-09-14 21:16,1,Weakened Frazzlemaw
mini,skulls,3114,,1,,2026-09-14 21:17,1,Weakened Frazzlemaw
Boquinha rosha Feyrist Nightmare.,bones,22159,,,,,2,Weakened Frazzlemaw
Boquinha rosha Feyrist Nightmare.,colourful snail shell,25696,3348,2160,3349,2026-09-14 21:32,2,Swan Maiden
Boquinha rosha Feyrist Nightmare.,fairy wings,25694,193,106,194,2026-09-14 21:34,2,Boogy|Dark Faun|Enfeebled Silencer|Weakened Frazzlemaw
Boquinha rosha Feyrist Nightmare.,frazzle skins,20199,388,336,389,2026-09-14 21:34,2,Weakened Frazzlemaw
Boquinha rosha Feyrist Nightmare.,frazzle tongues,20198,694,505,695,2026-09-14 21:34,2,Weakened Frazzlemaw
Boquinha rosha Feyrist Nightmare.,gold coins,,,,,,2,Boogy|Dark Faun|Enfeebled Silencer|Swan Maiden|Weakened Frazzlemaw
Boquinha rosha Feyrist Nightmare.,great health potions,239,14,,15,2026-09-14 21:18,2,Weakened Frazzlemaw
Boquinha rosha Feyrist Nightmare.,great mana potions,53161,,32,,2026-06-22 22:11,2,Weakened Frazzlemaw
Boquinha rosha Feyrist Nightmare.,platinum coins,,,,,,2,Enfeebled Silencer|Weakened Frazzlemaw
Boquinha rosha Feyrist Nightmare.,remains of a fish,3125,0,,1,2026-09-14 21:16,2,Weakened Frazzlemaw
Boquinha rosha Feyrist Nightmare.,shimmering beetles,25693,,1000,,2026-09-14 21:37,2,Boogy|Dark Faun
Boquinha rosha Feyrist Nightmare.,skulls,3114,,1,,2026-09-14 21:17,2,Weakened Frazzlemaw
Boquinha rosha Feyrist Nightmare.,strong health potions,236,10,4,11,2026-09-14 21:18,2,Boogy|Dark Faun
Boquinha rosha Feyrist Nightmare.,wild flowers,25691,,702,,2026-09-14 21:39,2,Swan Maiden
Glooth Factory - TESTE,gold coins,,,,,,1,Glooth Bandit|Glooth Brigand
Glooth Factory - TESTE,platinum coins,,,,,,1,Glooth Bandit|Glooth Brigand
demon edron,assassin stars,7368,14,4,15,2026-09-14 21:28,2,Demon
demon edron,blank runes,3147,,7,,2026-09-14 21:19,2,Dark Magician
demon edron,dead frogs,34237,21,,22,2026-09-14 21:13,2,Dark Apprentice
demon edron,demon horns,5954,994,601,995,2026-09-14 21:33,2,Demon
demon edron,demonic essence,6499,999,898,1000,2026-09-14 21:33,2,Demon
demon edron,fire mushrooms,3731,226,176,227,2026-09-14 21:10,2,Demon
demon edron,gold coins,,,,,,2,Dark Apprentice|Dark Magician|Demon|Massive Fire Elemental
demon edron,great mana potions,53161,,32,,2026-06-22 22:11,2,Demon
demon edron,great spirit potions,7642,151,113,152,2026-09-14 21:18,2,Demon
demon edron,health potions,266,38,24,39,2026-09-14 21:18,2,Dark Magician
demon edron,mana potions,268,67,47,68,2026-09-14 21:18,2,Dark Magician
demon edron,platinum coins,,,,,,2,Demon|Massive Fire Elemental
demon edron,small amethysts,3033,198,172,199,2026-09-14 21:24,2,Demon
demon edron,small emeralds,3032,249,161,250,2026-09-14 21:24,2,Demon
demon edron,small rubies,,,,,,2,Demon
demon edron,small topazes,,,,,,2,Demon
demon edron,ultimate health potions,7643,108,91,109,2026-09-14 21:18,2,Demon
werehyena -2 south,axes,3274,,,,,1,Werehyaena
werehyena -2 south,gold coins,,,,,,1,Lich
werehyena -2 south,great health potions,239,14,,15,2026-09-14 21:18,1,Werehyaena
werehyena -2 south,great mana potions,53161,,32,,2026-06-22 22:11,1,Werehyaena Shaman
werehyena -2 south,halberds,3269,598,274,599,2026-09-14 21:25,1,Werehyaena
werehyena -2 south,knives,,,,,,1,Werehyaena
werehyena -2 south,meat,3577,,,,,1,Werehyaena
werehyena -2 south,platinum coins,,,,,,1,Lich|Werehyaena|Werehyaena Shaman
werehyena -2 south,small amethysts,3033,198,172,199,2026-09-14 21:24,1,Werehyaena Shaman
werehyena -2 south,spellbooks,3101,,,,,1,Lich
werehyena -2 south,werehyaena noses,33943,224,159,225,2026-09-14 21:39,1,Werehyaena|Werehyaena Shaman
Werehyena north,axes,3274,,,,,1,Werehyaena
Werehyena north,great health potions,239,14,,15,2026-09-14 21:18,1,Werehyaena
Werehyena north,great mana potions,53161,,32,,2026-06-22 22:11,1,Werehyaena Shaman
Werehyena north,halberds,3269,598,274,599,2026-09-14 21:25,1,Werehyaena
Werehyena north,knives,,,,,,1,Werehyaena
Werehyena north,meat,3577,,,,,1,Werehyaena
Werehyena north,platinum coins,,,,,,1,Werehyaena|Werehyaena Shaman
Werehyena north,small amethysts,3033,198,172,199,2026-09-14 21:24,1,Werehyaena Shaman
Werehyena north,werehyaena noses,33943,224,159,225,2026-09-14 21:39,1,Werehyaena|Werehyaena Shaman
werehyena North,axes,3274,,,,,4,Werehyaena
werehyena North,great health potions,239,14,,15,2026-09-14 21:18,4,Werehyaena
werehyena North,great mana potions,53161,,32,,2026-06-22 22:11,4,Werehyaena Shaman
werehyena North,halberds,3269,598,274,599,2026-09-14 21:25,4,Werehyaena
werehyena North,knives,,,,,,4,Werehyaena
werehyena North,meat,3577,,,,,4,Werehyaena
werehyena North,platinum coins,,,,,,4,Werehyaena|Werehyaena Shaman
werehyena North,small amethysts,3033,198,172,199,2026-09-14 21:24,4,Werehyaena Shaman
werehyena North,werehyaena noses,33943,224,159,225,2026-09-14 21:39,4,Werehyaena|Werehyaena Shaman
werehyena north,axes,3274,,,,,2,Werehyaena
werehyena north,great health potions,239,14,,15,2026-09-14 21:18,2,Werehyaena
werehyena north,great mana potions,53161,,32,,2026-06-22 22:11,2,Werehyaena Shaman
werehyena north,halberds,3269,598,274,599,2026-09-14 21:25,2,Werehyaena
werehyena north,knives,,,,,,2,Werehyaena
werehyena north,meat,3577,,,,,2,Werehyaena
werehyena north,platinum coins,,,,,,2,Werehyaena|Werehyaena Shaman
werehyena north,small amethysts,3033,198,172,199,2026-09-14 21:24,2,Werehyaena Shaman
werehyena north,werehyaena noses,33943,224,159,225,2026-09-14 21:39,2,Werehyaena|Werehyaena Shaman
Exotic cave spider weekly task,dark mushrooms,3728,99,82,100,2026-09-14 21:10,1,Exotic Bat
Exotic cave spider weekly task,great health potions,239,14,,15,2026-09-14 21:18,1,Exotic Cave Spider
Exotic cave spider weekly task,great mana potions,53161,,32,,2026-06-22 22:11,1,Exotic Bat
Exotic cave spider weekly task,green mushrooms,3732,99,88,100,2026-09-14 21:10,1,Exotic Bat
Exotic cave spider weekly task,platinum coins,,,,,,1,Exotic Bat|Exotic Cave Spider
Exotic cave spider weekly task,poison arrows,3448,,1,,2026-09-14 21:24,1,Exotic Cave Spider
Werehyena South :D,axes,3274,,,,,3,Werehyaena
Werehyena South :D,great health potions,239,14,,15,2026-09-14 21:18,3,Werehyaena
Werehyena South :D,great mana potions,53161,,32,,2026-06-22 22:11,3,Werehyaena Shaman
Werehyena South :D,halberds,3269,598,274,599,2026-09-14 21:25,3,Werehyaena
Werehyena South :D,knives,,,,,,3,Werehyaena
Werehyena South :D,meat,3577,,,,,3,Werehyaena
Werehyena South :D,platinum coins,,,,,,3,Werehyaena|Werehyaena Shaman
Werehyena South :D,small amethysts,3033,198,172,199,2026-09-14 21:24,3,Werehyaena Shaman
Werehyena South :D,werehyaena noses,33943,224,159,225,2026-09-14 21:39,3,Werehyaena|Werehyaena Shaman
MINO CULT,bronze amulets,3056,29,1,30,2026-09-14 21:02,1,Minotaur Cult Follower
MINO CULT,cowbells,21204,,95,,2026-09-14 21:33,1,Minotaur Cult Follower|Minotaur Cult Prophet
MINO CULT,cultish robes,9639,88,,89,2026-09-14 21:33,1,Minotaur Cult Follower|Minotaur Cult Prophet|Minotaur Cult Zealot
MINO CULT,gold coins,,,,,,1,Minotaur Cult Follower|Minotaur Cult Prophet|Minotaur Cult Zealot
MINO CULT,great health potions,239,14,,15,2026-09-14 21:18,1,Minotaur Cult Follower
MINO CULT,great mana potions,53161,,32,,2026-06-22 22:11,1,Minotaur Cult Prophet
MINO CULT,ham,3582,14,,15,2026-09-14 21:10,1,Minotaur Cult Follower|Minotaur Cult Prophet
MINO CULT,meat,3577,,,,,1,Pig
MINO CULT,mino shields,21175,3699,2767,3700,2026-09-14 21:19,1,Minotaur Cult Follower
MINO CULT,minotaur horns,11472,72,45,73,2026-09-14 21:35,1,Minotaur Cult Follower|Minotaur Cult Prophet
MINO CULT,minotaur leather,5878,97,53,98,2026-09-14 21:35,1,Minotaur Cult Follower|Minotaur Cult Prophet
MINO CULT,plate shields,3410,,10,,2026-09-14 21:19,1,Minotaur Cult Follower
MINO CULT,platinum coins,,,,,,1,Minotaur Cult Follower|Minotaur Cult Prophet|Minotaur Cult Zealot
MINO CULT,purple robes,11473,104,,105,2026-09-14 21:37,1,Minotaur Cult Zealot
MINO CULT,small emeralds,3032,249,161,250,2026-09-14 21:24,1,Minotaur Cult Prophet
MINO CULT,snakebite rods,3066,88,34,89,2026-09-14 21:30,1,Minotaur Cult Zealot
MINO CULT,strong mana potions,237,116,100,117,2026-09-14 21:18,1,Minotaur Cult Zealot
Werehyena EK 245lvl,axes,3274,,,,,2,Werehyaena
Werehyena EK 245lvl,gold coins,,,,,,2,Lich
Werehyena EK 245lvl,great health potions,239,14,,15,2026-09-14 21:18,2,Werehyaena
Werehyena EK 245lvl,great mana potions,53161,,32,,2026-06-22 22:11,2,Werehyaena Shaman
Werehyena EK 245lvl,halberds,3269,598,274,599,2026-09-14 21:25,2,Werehyaena
Werehyena EK 245lvl,knives,,,,,,2,Werehyaena
Werehyena EK 245lvl,meat,3577,,,,,2,Werehyaena
Werehyena EK 245lvl,platinum coins,,,,,,2,Lich|Werehyaena|Werehyaena Shaman
Werehyena EK 245lvl,small amethysts,3033,198,172,199,2026-09-14 21:24,2,Werehyaena Shaman
Werehyena EK 245lvl,spellbooks,3101,,,,,2,Lich
Werehyena EK 245lvl,werehyaena noses,33943,224,159,225,2026-09-14 21:39,2,Werehyaena|Werehyaena Shaman
Mino Cult 29.03,bronze amulets,3056,29,1,30,2026-09-14 21:02,3,Minotaur Cult Follower
Mino Cult 29.03,cowbells,21204,,95,,2026-09-14 21:33,3,Minotaur Cult Follower|Minotaur Cult Prophet
Mino Cult 29.03,cultish robes,9639,88,,89,2026-09-14 21:33,3,Minotaur Cult Follower|Minotaur Cult Prophet|Minotaur Cult Zealot
Mino Cult 29.03,gold coins,,,,,,3,Minotaur Cult Follower|Minotaur Cult Prophet|Minotaur Cult Zealot
Mino Cult 29.03,great health potions,239,14,,15,2026-09-14 21:18,3,Minotaur Cult Follower
Mino Cult 29.03,great mana potions,53161,,32,,2026-06-22 22:11,3,Minotaur Cult Prophet
Mino Cult 29.03,ham,3582,14,,15,2026-09-14 21:10,3,Minotaur Cult Follower|Minotaur Cult Prophet
Mino Cult 29.03,meat,3577,,,,,3,Pig
Mino Cult 29.03,mino shields,21175,3699,2767,3700,2026-09-14 21:19,3,Minotaur Cult Follower
Mino Cult 29.03,minotaur horns,11472,72,45,73,2026-09-14 21:35,3,Minotaur Cult Follower|Minotaur Cult Prophet
Mino Cult 29.03,minotaur leather,5878,97,53,98,2026-09-14 21:35,3,Minotaur Cult Follower|Minotaur Cult Prophet
Mino Cult 29.03,plate shields,3410,,10,,2026-09-14 21:19,3,Minotaur Cult Follower
Mino Cult 29.03,platinum coins,,,,,,3,Minotaur Cult Follower|Minotaur Cult Prophet|Minotaur Cult Zealot
Mino Cult 29.03,purple robes,11473,104,,105,2026-09-14 21:37,3,Minotaur Cult Zealot
Mino Cult 29.03,small emeralds,3032,249,161,250,2026-09-14 21:24,3,Minotaur Cult Prophet
Mino Cult 29.03,snakebite rods,3066,88,34,89,2026-09-14 21:30,3,Minotaur Cult Zealot
Mino Cult 29.03,strong mana potions,237,116,100,117,2026-09-14 21:18,3,Minotaur Cult Zealot
Yalahar Grim reaper 3kk/h Raw,demonic essence,6499,999,898,1000,2026-09-14 21:33,1,Grim Reaper|Nightmare
Yalahar Grim reaper 3kk/h Raw,essences of a bad dream,,,,,,1,Nightmare
Yalahar Grim reaper 3kk/h Raw,flasks of demonic blood,,,,,,1,Grim Reaper|Nightmare
Yalahar Grim reaper 3kk/h Raw,gold coins,,,,,,1,Grim Reaper|Nightmare|Nightmare Scion
Yalahar Grim reaper 3kk/h Raw,ham,3582,14,,15,2026-09-14 21:10,1,Nightmare
Yalahar Grim reaper 3kk/h Raw,meat,3577,,,,,1,Nightmare Scion
Yalahar Grim reaper 3kk/h Raw,scythe legs,10312,,455,,2026-09-14 21:37,1,Nightmare
Yalahar Grim reaper 3kk/h Raw,soul orbs,5944,29,20,30,2026-09-14 21:24,1,Nightmare
Crumbling Caverns,gold coins,,,,,,2,Cinder Wyrmling|Shell Drake
Crumbling Caverns,platinum coins,,,,,,2,Cinder Wyrmling|Shell Drake
Ravenous Lava Lurker,meat ,,,,,,2,Dromedary
Lycanthrope Grounds (Edron),beetroots,8017,8,,9,2026-09-14 21:09,2,Werebadger
Lycanthrope Grounds (Edron),fox paws,27462,,918,,2026-09-14 21:34,2,Werefox
Lycanthrope Grounds (Edron),gold coins,,,,,,2,Werebadger|Werebear|Wereboar|Werefox|Werewolf
Lycanthrope Grounds (Edron),ham,3582,14,,15,2026-09-14 21:10,2,Werebear
Lycanthrope Grounds (Edron),plate shields,3410,,10,,2026-09-14 21:19,2,Werewolf
Lycanthrope Grounds (Edron),platinum coins,,,,,,2,Werebadger|Werebear|Wereboar|Werefox
Lycanthrope Grounds (Edron),werebadger claws,22051,,688,,2026-09-14 21:39,2,Werebadger
Lycanthrope Grounds (Edron),werebadger skulls,22055,999,,1000,2026-09-14 21:39,2,Werebadger
Lycanthrope Grounds (Edron),werebear fur,22057,2789,2174,2790,2026-09-14 21:39,2,Werebear
Lycanthrope Grounds (Edron),werebear skulls,22056,,1865,,2026-09-14 21:39,2,Werebear
Lycanthrope Grounds (Edron),wereboar hooves,22053,148,96,149,2026-09-14 21:39,2,Wereboar
Lycanthrope Grounds (Edron),wereboar tusks,22054,,942,,2026-09-14 21:39,2,Wereboar
Lycanthrope Grounds (Edron),werefox tails,27463,1869,1328,1870,2026-09-14 21:39,2,Werefox
Lycanthrope Grounds (Edron),werewolf fangs,22052,197,102,198,2026-09-14 21:39,2,Werewolf
Lycanthrope Grounds (Edron),werewolf fur,10317,,1223,,2026-09-14 21:39,2,Werewolf
Grim Reaper Yalahar,demonic essence,6499,999,898,1000,2026-09-14 21:33,1,Grim Reaper
Grim Reaper Yalahar,flasks of demonic blood,,,,,,1,Grim Reaper
Grim Reaper Yalahar,gold coins,,,,,,1,Grim Reaper
Grim reaper Yalahar,demonic essence,6499,999,898,1000,2026-09-14 21:33,1,Grim Reaper|Nightmare
Grim reaper Yalahar,essences of a bad dream,,,,,,1,Nightmare
Grim reaper Yalahar,flasks of demonic blood,,,,,,1,Grim Reaper|Nightmare
Grim reaper Yalahar,gold coins,,,,,,1,Grim Reaper|Nightmare|Nightmare Scion
Grim reaper Yalahar,ham,3582,14,,15,2026-09-14 21:10,1,Nightmare
Grim reaper Yalahar,meat,3577,,,,,1,Nightmare Scion
Grim reaper Yalahar,scythe legs,10312,,455,,2026-09-14 21:37,1,Nightmare
Grim reaper Yalahar,soul orbs,5944,29,20,30,2026-09-14 21:24,1,Nightmare
40 min hyeans -2 south,axes,3274,,,,,1,Werehyaena
40 min hyeans -2 south,great health potions,239,14,,15,2026-09-14 21:18,1,Werehyaena
40 min hyeans -2 south,great mana potions,53161,,32,,2026-06-22 22:11,1,Werehyaena Shaman
40 min hyeans -2 south,halberds,3269,598,274,599,2026-09-14 21:25,1,Werehyaena
40 min hyeans -2 south,knives,,,,,,1,Werehyaena
40 min hyeans -2 south,meat,3577,,,,,1,Werehyaena
40 min hyeans -2 south,platinum coins,,,,,,1,Werehyaena|Werehyaena Shaman
40 min hyeans -2 south,small amethysts,3033,198,172,199,2026-09-14 21:24,1,Werehyaena Shaman
40 min hyeans -2 south,werehyaena noses,33943,224,159,225,2026-09-14 21:39,1,Werehyaena|Werehyaena Shaman
